airline,airline_id,s_airport,s_airport_id,d_airport,d_airport_id,s_name,s_city,s_country,s_ICAO,s_latitude,s_longitude,s_altitude,s_timezone,d_name,d_city,d_country,d_ICAO,d_latitude,d_longitude,d_altitude,d_timezone,distance(Km)
2I,8359,PCL,2781,TPP,2806,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,SPCL,-8.37794017791748,-74.57430267333984,513,-5,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,SPST,-6.508739948272705,-76.37319946289062,869,-5,287.29056839051833
2I,8359,LIM,2789,AYP,2786,Jorge Chávez International Airport,Lima,Peru,SPIM,-12.0219,-77.114305,113,-5,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Peru,SPHO,-13.154800415039062,-74.20439910888672,8917,-5,339.9806104707811
2I,8359,LIM,2789,CUZ,2812,Jorge Chávez International Airport,Lima,Peru,SPIM,-12.0219,-77.114305,113,-5,Alejandro Velasco Astete International Airport,Cuzco,Peru,SPZO,-13.535699844400002,-71.9387969971,10860,-5,585.9080251433811
2I,8359,PEM,2808,CUZ,2812,Padre Aldamiz International Airport,Puerto Maldonado,Peru,SPTU,-12.6135997772,-69.2285995483,659,-5,Alejandro Velasco Astete International Airport,Cuzco,Peru,SPZO,-13.535699844400002,-71.9387969971,10860,-5,310.9345705025523
2I,8359,LIM,2789,HUU,6067,Jorge Chávez International Airport,Lima,Peru,SPIM,-12.0219,-77.114305,113,-5,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,SPNC,-9.878809928894045,-76.20480346679688,6070,-5,258.1561031529864
2I,8359,PCL,2781,IQT,2801,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,SPCL,-8.37794017791748,-74.57430267333984,513,-5,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,SPQT,-3.7847399711608887,-73.30879974365234,306,-5,529.5509843237758
2I,8359,TPP,2806,IQT,2801,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,SPST,-6.508739948272705,-76.37319946289062,869,-5,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,SPQT,-3.7847399711608887,-73.30879974365234,306,-5,454.8584413962523
2J,470,ABJ,253,BOY,247,Port Bouet Airport,Abidjan,Cote d'Ivoire,DIAP,5.261390209197998,-3.9262900352478014,21,0,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,DFOO,11.160099983215332,-4.33096981048584,1511,0,657.4155142026553
2J,470,OUA,246,BOY,247,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,DFOO,11.160099983215332,-4.33096981048584,1511,0,334.27942541126396
2J,470,ABJ,253,OUA,246,Port Bouet Airport,Abidjan,Cote d'Ivoire,DIAP,5.261390209197998,-3.9262900352478014,21,0,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,831.929248549295
2J,470,ACC,248,OUA,246,Kotoka International Airport,Accra,Ghana,DGAA,5.605189800262451,-0.1667860001325607,205,0,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,764.7435915390756
2J,470,BKO,1044,OUA,246,Modibo Keita International Airport,Bamako,Mali,GABS,12.5335,-7.94994,1247,0,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,699.2746613949099
2J,470,BOY,247,OUA,246,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,DFOO,11.160099983215332,-4.33096981048584,1511,0,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,334.27942541126396
2J,470,COO,245,OUA,246,Cadjehoun Airport,Cotonou,Benin,DBBB,6.357230186462402,2.384350061416626,19,1,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,791.9115063686675
2J,470,DKR,1084,OUA,246,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,1747.0377326523655
2J,470,LFW,298,OUA,246,Lomé-Tokoin Airport,Lome,Togo,DXXX,6.165609836578369,1.2545100450515747,72,0,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,751.994235629612
2J,470,NIM,280,OUA,246,Diori Hamani International Airport,Niamey,Niger,DRRN,13.4815,2.18361,732,1,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,419.75653188291676
3G,595,ACC,248,DKR,1084,Kotoka International Airport,Accra,Ghana,DGAA,5.605189800262451,-0.1667860001325607,205,0,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,2148.7762160006223
2J,470,BKO,1044,DKR,1084,Modibo Keita International Airport,Bamako,Mali,GABS,12.5335,-7.94994,1247,0,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,1059.572896549398
2J,470,OUA,246,DKR,1084,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,1747.0377326523655
3G,595,BJL,1050,DKR,1084,Banjul International Airport,Banjul,Gambia,GBYD,13.338000297546388,-16.65220069885254,95,0,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,180.1784201482207
3G,595,DLA,897,DKR,1084,Douala International Airport,Douala,Cameroon,FKKD,4.0060801506,9.71947956085,33,1,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,3209.821255927227
3G,595,FNA,1059,DKR,1084,Lungi International Airport,Freetown,Sierra Leone,GFLL,8.61644,-13.1955,84,0,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,825.8702598369771
3G,595,LOS,273,DKR,1084,Murtala Muhammed International Airport,Lagos,Nigeria,DNMM,6.5773701667785645,3.321160078048706,135,1,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,2446.2274338170846
3G,595,OXB,5665,DKR,1084,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,GGOV,11.894800186157228,-15.65369987487793,129,0,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,373.56297453325476
3G,595,ACC,248,LOS,273,Kotoka International Airport,Accra,Ghana,DGAA,5.605189800262451,-0.1667860001325607,205,0,Murtala Muhammed International Airport,Lagos,Nigeria,DNMM,6.5773701667785645,3.321160078048706,135,1,400.5113560306328
3G,595,DKR,1084,LOS,273,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,Murtala Muhammed International Airport,Lagos,Nigeria,DNMM,6.5773701667785645,3.321160078048706,135,1,2446.2274338170846
3G,595,DLA,897,LOS,273,Douala International Airport,Douala,Cameroon,FKKD,4.0060801506,9.71947956085,33,1,Murtala Muhammed International Airport,Lagos,Nigeria,DNMM,6.5773701667785645,3.321160078048706,135,1,763.889416221393
3G,595,ROB,1063,LOS,273,Roberts International Airport,Monrovia,Liberia,GLRB,6.23379,-10.3623,31,0,Murtala Muhammed International Airport,Lagos,Nigeria,DNMM,6.5773701667785645,3.321160078048706,135,1,1512.4677670407923
3G,595,ACC,248,ROB,1063,Kotoka International Airport,Accra,Ghana,DGAA,5.605189800262451,-0.1667860001325607,205,0,Roberts International Airport,Monrovia,Liberia,GLRB,6.23379,-10.3623,31,0,1129.7869062549644
3G,595,FNA,1059,ROB,1063,Lungi International Airport,Freetown,Sierra Leone,GFLL,8.61644,-13.1955,84,0,Roberts International Airport,Monrovia,Liberia,GLRB,6.23379,-10.3623,31,0,409.5954725444467
3G,595,LOS,273,ROB,1063,Murtala Muhammed International Airport,Lagos,Nigeria,DNMM,6.5773701667785645,3.321160078048706,135,1,Roberts International Airport,Monrovia,Liberia,GLRB,6.23379,-10.3623,31,0,1512.4677670407923
5G,4496,ACC,248,KMS,5556,Kotoka International Airport,Accra,Ghana,DGAA,5.605189800262451,-0.1667860001325607,205,0,Kumasi Airport,Kumasi,Ghana,DGSI,6.714560031890869,-1.5908199548721311,942,0,200.00132205374226
2J,470,BKO,1044,ABJ,253,Modibo Keita International Airport,Bamako,Mali,GABS,12.5335,-7.94994,1247,0,Port Bouet Airport,Abidjan,Cote d'Ivoire,DIAP,5.261390209197998,-3.9262900352478014,21,0,921.3968496760019
2J,470,BOY,247,ABJ,253,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,DFOO,11.160099983215332,-4.33096981048584,1511,0,Port Bouet Airport,Abidjan,Cote d'Ivoire,DIAP,5.261390209197998,-3.9262900352478014,21,0,657.4155142026553
2J,470,OUA,246,ABJ,253,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,Port Bouet Airport,Abidjan,Cote d'Ivoire,DIAP,5.261390209197998,-3.9262900352478014,21,0,831.929248549295
2J,470,COO,245,LFW,298,Cadjehoun Airport,Cotonou,Benin,DBBB,6.357230186462402,2.384350061416626,19,1,Lomé-Tokoin Airport,Lome,Togo,DXXX,6.165609836578369,1.2545100450515747,72,0,126.68759958642458
2J,470,OUA,246,LFW,298,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,Lomé-Tokoin Airport,Lome,Togo,DXXX,6.165609836578369,1.2545100450515747,72,0,751.994235629612
2J,470,DKR,1084,BKO,1044,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,Modibo Keita International Airport,Bamako,Mali,GABS,12.5335,-7.94994,1247,0,1059.572896549398
2J,470,OUA,246,BKO,1044,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,Modibo Keita International Airport,Bamako,Mali,GABS,12.5335,-7.94994,1247,0,699.2746613949099
3G,595,DKR,1084,ACC,248,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,Kotoka International Airport,Accra,Ghana,DGAA,5.605189800262451,-0.1667860001325607,205,0,2148.7762160006223
2J,470,OUA,246,ACC,248,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,Kotoka International Airport,Accra,Ghana,DGAA,5.605189800262451,-0.1667860001325607,205,0,764.7435915390756
3G,595,LOS,273,ACC,248,Murtala Muhammed International Airport,Lagos,Nigeria,DNMM,6.5773701667785645,3.321160078048706,135,1,Kotoka International Airport,Accra,Ghana,DGAA,5.605189800262451,-0.1667860001325607,205,0,400.5113560306328
3G,595,ROB,1063,ACC,248,Roberts International Airport,Monrovia,Liberia,GLRB,6.23379,-10.3623,31,0,Kotoka International Airport,Accra,Ghana,DGAA,5.605189800262451,-0.1667860001325607,205,0,1129.7869062549644
5G,4496,KMS,5556,ACC,248,Kumasi Airport,Kumasi,Ghana,DGSI,6.714560031890869,-1.5908199548721311,942,0,Kotoka International Airport,Accra,Ghana,DGAA,5.605189800262451,-0.1667860001325607,205,0,200.00132205374226
3G,595,DKR,1084,BJL,1050,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,Banjul International Airport,Banjul,Gambia,GBYD,13.338000297546388,-16.65220069885254,95,0,180.1784201482207
3G,595,BCN,1218,BJL,1050,Barcelona International Airport,Barcelona,Spain,LEBL,41.2971,2.07846,12,1,Banjul International Airport,Banjul,Gambia,GBYD,13.338000297546388,-16.65220069885254,95,0,3599.883987412828
3G,595,FNA,1059,BJL,1050,Lungi International Airport,Freetown,Sierra Leone,GFLL,8.61644,-13.1955,84,0,Banjul International Airport,Banjul,Gambia,GBYD,13.338000297546388,-16.65220069885254,95,0,646.4746861534142
3G,595,DKR,1084,DLA,897,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,Douala International Airport,Douala,Cameroon,FKKD,4.0060801506,9.71947956085,33,1,3209.821255927227
3G,595,LOS,273,DLA,897,Murtala Muhammed International Airport,Lagos,Nigeria,DNMM,6.5773701667785645,3.321160078048706,135,1,Douala International Airport,Douala,Cameroon,FKKD,4.0060801506,9.71947956085,33,1,763.889416221393
3G,595,DKR,1084,FNA,1059,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,Lungi International Airport,Freetown,Sierra Leone,GFLL,8.61644,-13.1955,84,0,825.8702598369771
3G,595,BJL,1050,FNA,1059,Banjul International Airport,Banjul,Gambia,GBYD,13.338000297546388,-16.65220069885254,95,0,Lungi International Airport,Freetown,Sierra Leone,GFLL,8.61644,-13.1955,84,0,646.4746861534142
3G,595,LGW,502,FNA,1059,London Gatwick Airport,London,United Kingdom,EGKK,51.148102,-0.190278,202,0,Lungi International Airport,Freetown,Sierra Leone,GFLL,8.61644,-13.1955,84,0,4877.379910902019
3G,595,ROB,1063,FNA,1059,Roberts International Airport,Monrovia,Liberia,GLRB,6.23379,-10.3623,31,0,Lungi International Airport,Freetown,Sierra Leone,GFLL,8.61644,-13.1955,84,0,409.5954725444467
3G,595,DKR,1084,OXB,5665,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85,0,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,GGOV,11.894800186157228,-15.65369987487793,129,0,373.56297453325476
3G,595,CKY,4162,OXB,5665,Conakry International Airport,Conakry,Guinea,GUCY,9.57689,-13.612,72,0,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,GGOV,11.894800186157228,-15.65369987487793,129,0,340.8441363878518
2J,470,OUA,246,COO,245,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,Cadjehoun Airport,Cotonou,Benin,DBBB,6.357230186462402,2.384350061416626,19,1,791.9115063686675
2J,470,OUA,246,NIM,280,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.3532,-1.51242,1037,0,Diori Hamani International Airport,Niamey,Niger,DRRN,13.4815,2.18361,732,1,419.75653188291676
2K,1338,BOG,2709,GYE,2673,El Dorado International Airport,Bogota,Colombia,SKBO,4.70159,-74.1469,8361,-5,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,SEGU,-2.15741991997,-79.88359832760001,19,-5,993.9367015924178
2K,1338,CLO,2715,GYE,2673,Alfonso Bonilla Aragon International Airport,Cali,Colombia,SKCL,3.54322,-76.3816,3162,-5,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,SEGU,-2.15741991997,-79.88359832760001,19,-5,743.8381390819062
2K,1338,SCY,6045,GYE,2673,San Cristóbal Airport,San Cristóbal,Ecuador,SEST,-0.910206,-89.617401,62,-6,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,SEGU,-2.15741991997,-79.88359832760001,19,-5,1090.791410168251
2K,1338,UIO,2688,GYE,2673,Mariscal Sucre International Airport,Quito,Ecuador,SEQM,-0.129166666667,-78.3575,7841,-5,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,SEGU,-2.15741991997,-79.88359832760001,19,-5,282.21650673066233
2K,1338,BOG,2709,UIO,2688,El Dorado International Airport,Bogota,Colombia,SKBO,4.70159,-74.1469,8361,-5,Mariscal Sucre International Airport,Quito,Ecuador,SEQM,-0.129166666667,-78.3575,7841,-5,712.2258461157586
2K,1338,GYE,2673,UIO,2688,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,SEGU,-2.15741991997,-79.88359832760001,19,-5,Mariscal Sucre International Airport,Quito,Ecuador,SEQM,-0.129166666667,-78.3575,7841,-5,282.21650673066233
2K,1338,OCC,2670,UIO,2688,Francisco De Orellana Airport,Coca,Ecuador,SECO,-0.4628860056400299,-76.98680114746094,834,-5,Mariscal Sucre International Airport,Quito,Ecuador,SEQM,-0.129166666667,-78.3575,7841,-5,156.86481059751827
4O,17885,BOG,2709,MEX,1824,El Dorado International Airport,Bogota,Colombia,SKBO,4.70159,-74.1469,8361,-5,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,3158.90672297904
4O,17885,JFK,3797,MEX,1824,John F Kennedy International Airport,New York,United States,KJFK,40.63980103,-73.77890015,13,-5,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,3365.3367249372977
4O,17885,MIA,3576,MEX,1824,Miami International Airport,Miami,United States,KMIA,25.79319953918457,-80.29060363769531,8,-5,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,2050.707920209442
4O,17885,ACA,1783,MEX,1824,General Juan N Alvarez International Airport,Acapulco,Mexico,MMAA,16.757099151611328,-99.75399780273438,16,-6,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,306.505709681554
4O,17885,AGU,1785,MEX,1824,Jesús Terán Paredo International Airport,Aguascalientes,Mexico,MMAS,21.705601,-102.318001,6112,-6,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,421.7036339406672
4O,17885,CEN,1794,MEX,1824,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,MMCN,27.39259910583496,-109.83300018310548,243,-7,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,1408.8162830436152
4O,17885,CJS,1796,MEX,1824,Abraham González International Airport,Ciudad Juarez,Mexico,MMCS,31.63610076904297,-106.4290008544922,3904,-7,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,1543.2030304461578
4O,17885,CME,1789,MEX,1824,Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,MMCE,18.65369987487793,-91.79900360107422,10,-6,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,769.337943896862
4O,17885,CPE,1795,MEX,1824,Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,MMCP,19.816799163800003,-90.5002975464,34,-6,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,898.6646748825233
4O,17885,CTM,1793,MEX,1824,Chetumal International Airport,Chetumal,Mexico,MMCM,18.50469970703125,-88.32679748535156,39,-5,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,1134.4742567992064
4O,17885,CUL,1792,MEX,1824,Bachigualato Federal International Airport,Culiacan,Mexico,MMCL,24.7644996643,-107.474998474,108,-7,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,1048.5573335731337
4O,17885,CUN,1852,MEX,1824,Cancún International Airport,Cancun,Mexico,MMUN,21.036500930800003,-86.8770980835,22,-5,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,1284.3579889788318
4O,17885,CUU,1797,MEX,1824,General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,MMCU,28.702899932900003,-105.964996338,4462,-7,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,1244.8502982810357
4O,17885,CZM,1800,MEX,1824,Cozumel International Airport,Cozumel,Mexico,MMCZ,20.52239990234375,-86.92559814453125,15,-5,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,1274.7710682435154
4O,17885,GDL,1804,MEX,1824,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,MMGL,20.52179908752441,-103.31099700927734,5016,-6,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,459.1071181814428
4O,17885,GUA,1767,MEX,1824,La Aurora Airport,Guatemala City,Guatemala,MGGT,14.5833,-90.527496,4952,-6,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,1056.3639718940938
4O,17885,HAV,1909,MEX,1824,José Martí International Airport,Havana,Cuba,MUHA,22.989200592041016,-82.40910339355469,210,-5,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,1770.7262413352457
4O,17885,HMO,1807,MEX,1824,General Ignacio P. Garcia International Airport,Hermosillo,Mexico,MMHO,29.095899581900003,-111.047996521,627,-7,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,1618.934648508268
4O,17885,HUX,1786,MEX,1824,Bahías de Huatulco International Airport,Huatulco,Mexico,MMBT,15.7753,-96.262604,464,-6,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,504.3244250286529
4O,17885,LAP,1816,MEX,1824,Manuel Márquez de León International Airport,La Paz,Mexico,MMLP,24.0727005005,-110.361999512,69,-7,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,1274.1951847197126
4O,17885,MID,1819,MEX,1824,Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,MMMD,20.9370002747,-89.657699585,38,-6,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,996.4306331096882
4O,17885,MTT,1822,MEX,1824,Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,MMMT,18.1033992767,-94.5807037354,36,-6,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,495.5182090044841
4O,17885,MTY,1825,MEX,1824,General Mariano Escobedo International Airport,Monterrey,Mexico,MMMY,25.7784996033,-100.107002258,1278,-6,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,713.164688040111
4O,17885,MZT,1826,MEX,1824,General Rafael Buelna International Airport,Mazatlan,Mexico,MMMZ,23.1613998413,-106.26599884,38,-7,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6,852.4355199810792
